City,Company Name or Owners's Name,Company Type,building,address,full_address,Lat,Lon
WINNIPEG,T. J. Langford,Land Companies:,,Silver Heights View,"Silver Heights View, Winnipeg, Manitoba, Canada",,
WINNIPEG,LAND OFFICE (DOMINION),Land Companies:,,P. O.,"P. O., Winnipeg, Manitoba, Canada",,
WINNIPEG,LAND OFFICE (PROVINCIAL),Land Companies:,Parlia-,ment bldg.,"ment bldg., Parlia-, Winnipeg, Manitoba, Canada",,
WINNIPEG,LAND TITLES OFFICE (PROVIN-,Land Companies:,,CIAL),"CIAL), Winnipeg, Manitoba, Canada",,
WINNIPEG,Land & Agricul. Co. of Canada,Land Companies:,,308 Nanton bldg.,"308 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Geo. W. Langdon & Co.,Land Companies:,613 McIntyre bld.,,"613 McIntyre bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,P. Langlois & Co.,Land Companies:,701 McArthur bldg.,,"701 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Reginald Lawson & Co.,Land Companies:,4 Mer. Bk.,,"4 Mer. Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,N. S. S. Layton,Land Companies:,312 McIntyre bldg.,,"312 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,E. Leonard & Sons,Land Companies:,208 Nanton bldg.,,"208 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,J. T. Letellier,Land Companies:,,540 Main,"540 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Leveten & Rosentzweig,Land Companies:,619 McIntyre bld.,,"619 McIntyre bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,T. Lewiston,Land Companies:,,903 Main,"903 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Liddle Bros.,Land Companies:,43 Mer. Bk.,,"43 Mer. Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,Lindsay McClennan Rlty. Co.,Land Companies:,442 Som-,erset bldg.,"erset bldg., 442 Som-, Winnipeg, Manitoba, Canada",,
WINNIPEG,John Littler,Land Companies:,307 McIntyre bldg.,,"307 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,W. J. Long,Land Companies:,,27 Stadacona,"27 Stadacona, Winnipeg, Manitoba, Canada",49.909434,-97.108735
WINNIPEG,Peter McCallum,Land Companies:,322 Somerset bldg.,,"322 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,McCutcheon Bros.,Land Companies:,,447 Main,"447 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,McDonald & Whitlaw,Land Companies:,501 N. Crown Bk.,,"501 N. Crown Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,D. J. McDougall & Co.,Land Companies:,,258½ Portage,"258½ Portage, Winnipeg, Manitoba, Canada",49.8907088,-97.142341
WINNIPEG,Chas. H. McFadyen & Co.,Land Companies:,22 Royal bld.,,"22 Royal bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,D. G. McKay,Land Companies:,808 McArthur bldg.,,"808 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,McKee & Johnston,Land Companies:,,773 Portage ave.,"773 Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,A. McKenzie,Land Companies:,56 Merchants Bk.,,"56 Merchants Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,McKenzie & Pearson,Land Companies:,,545 Portage ave.,"545 Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,Walter McKinley & Tilly,Land Companies:,707 McAr-,thur bldg.,"thur bldg., 707 McAr-, Winnipeg, Manitoba, Canada",,
WINNIPEG,W. M. Melliss,Real Estate:,403 McIntyre bldg.,,"403 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Menzies & Shantz,Real Estate:,715 McIntyre bldg.,,"715 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Geo. R. Mercer & Co.,Real Estate:,406 McGreevy bld.,,"406 McGreevy bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,F. E. Maurice Rlty. Co.,Real Estate:,216 Main,,"216 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Chas. Metcalfe,Real Estate:,,Marion & Tache,"Marion & Tache, Winnipeg, Manitoba, Canada",49.881491,-97.1235343
WINNIPEG,Geo. A. Metcalfe,Real Estate:,218 Somerset bldg.,,"218 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,R. H. Metcalfe,Real Estate:,,Tache & Marion,"Tache & Marion, Winnipeg, Manitoba, Canada",49.881491,-97.1235343
WINNIPEG,Geo. Milgate & Co.,Real Estate:,1008 McArthur bld.,,"1008 McArthur bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,J. E. Mills,Real Estate:,706 McIntyre bldg.,,"706 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Mills & Co.,Real Estate:,801 McArthur bldg.,,"801 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Montague, Aldous & Laing,",Real Estate:,,Main & Portage,"Main & Portage, Winnipeg, Manitoba, Canada",49.8955333,-97.138459
WINNIPEG,Montague Land & Sec. Co.,Real Estate:,,317 Portage,"317 Portage, Winnipeg, Manitoba, Canada",49.8907088,-97.142341
WINNIPEG,"A. V. Montgomery & Sons,",Real Estate:,,44 Princess,"44 Princess, Winnipeg, Manitoba, Canada",49.8969656,-97.1437018
WINNIPEG,J. H. Montgomery & Co.,Real Estate:,,361 Main,"361 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. K. Moore & Co.,Real Estate:,,544 Main,"544 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,T. E. W. Morris,Real Estate:,203 Enderton bldg.,,"203 Enderton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,J. S. Mortimer,Real Estate:,4 Phoenix bldg.,,"4 Phoenix bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Harold H. Moss,Real Estate:,,258½ Portage ave.,"258½ Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,H. A. Mullins,Real Estate:,,Notre Dame & Princess,"Notre Dame & Princess, Winnipeg, Manitoba, Canada",49.8959312,-97.1439056
WINNIPEG,L. J. Murphy & Co.,Real Estate:,,469 Main,"469 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,W. T. Musgrove,Real Estate:,711 McArthur bldg.,,"711 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,G. A. Muttlebury,Real Estate:,,219 McDermot ave,"219 McDermot ave, Winnipeg, Manitoba, Canada",49.8973625,-97.1413631
WINNIPEG,National Rlty. Co.,Real Estate:,671 Main,,"671 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,G. W. Neary & Co.,Real Estate:,205 McIntyre bldg.,,"205 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Neely Rogers Ld. Co.,Real Estate:,315 Somerset bld.,,"315 Somerset bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,Chr. Neilsen,Real Estate:,,222 Portage ave.,"222 Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,Newall Bros.,Real Estate:,,499 Main,"499 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,New Canada Inv. Co.,Real Estate:,,258½ Portage ave.,"258½ Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,Percy W. Newman,Real Estate:,104 Bk. of N. S.,,"104 Bk. of N. S., Winnipeg, Manitoba, Canada",,
WINNIPEG,Nixon & Gough,Real Estate:,Bk. of Hamilton,,"Bk. of Hamilton, Winnipeg, Manitoba, Canada",,
WINNIPEG,T. J. Noble Land Co.,Real Estate:,,317 Portage ave.,"317 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,A. J. Norquay,Real Estate:,31 Canada Life bldg,,"31 Canada Life bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,Northern Agcy. Co.,Real Estate:,519 McIntyre bldg,,"519 McIntyre bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,Northwest Colonization Co.,Real Estate:,306 U. Bk.,,"306 U. Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,N. W. Farm Land Corp.,Real Estate:,,"Ltd., 25 Mer-","Ltd., 25 Mer-, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. W. Norton & Co.,Real Estate:,1106 McArthur,,"1106 McArthur, Winnipeg, Manitoba, Canada",49.9021127,-97.116804
WINNIPEG,"Norwood, St. Boniface & St. Vital Rlty.",Real Estate:,,"Co., Marion Norwood","Co., Marion Norwood, Winnipeg, Manitoba, Canada",,
WINNIPEG,Notre Dame In. Co.,Real Estate:,501 Keewayden bld.,,"501 Keewayden bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,Oaks Land Co.,Real Estate:,1010 McArthur bldg.,,"1010 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Th. Oddson & Co.,Real Estate:,,255¼ Portage ave.,"255¼ Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,O'Grady & Co.,Real Estate:,1201 McArthur bldg.,,"1201 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Oldfield, Kirby & Gardner",Real Estate:,,234 Portage,"234 Portage, Winnipeg, Manitoba, Canada",49.8945751,-97.1400418
WINNIPEG,"Ontario, Manitoba & Western Land Co.",Real Estate:,,"Ltd., 413 Main","Ltd., 413 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. Fred Palmer,Real Estate:,416 McIntyre bldg.,,"416 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Parker, Ashdown, McKay Rlty. Co.",Real Estate:,,513 U. Bank,"513 U. Bank, Winnipeg, Manitoba, Canada",,
WINNIPEG,Pattinson & Gunn,Real Estate:,Farmer bldg.,,"Farmer bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Peace River Land & Security Co.,Real Estate:,808 McArthur bldg.,,"808 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Geo. A. Pearson,Real Estate:,620 U. Bank,,"620 U. Bank, Winnipeg, Manitoba, Canada",,
WINNIPEG,"Wm. Pearson Co., Ltd.",Real Estate:,Can. Permanent bldg.,,"Can. Permanent bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,James N. Peer,Real Estate:,711 McArthur bldg.,,"711 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,E. N. Perry,Real Estate:,,249 Notre Dame ave.,"249 Notre Dame ave., Winnipeg, Manitoba, Canada",49.910871,-97.1889962
WINNIPEG,Peterson Co.,Real Estate:,,317 Portage ave.,"317 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,F. R. Phillips & Co.,Real Estate:,517 McIntyre bldg.,,"517 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Pickering-Gordon Co., Ltd.",Real Estate:,,221 McDer- mot,"221 McDer- mot, Winnipeg, Manitoba, Canada",,
WINNIPEG,A. H. Povah,Real Estate:,,338 Portage ave.,"338 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,N. R. Preston & Co.,Real Estate:,,349 Main,"349 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Geo. W. Prout,Real Estate:,B Royal Bank bldg.,,"B Royal Bank bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Reaney & Hewett,Real Estate:,206 McIntyre bldg.,,"206 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Redmond & Jennison,Real Estate:,"203 Bk, of N. S.",,"203 Bk, of N. S., Winnipeg, Manitoba, Canada",,
WINNIPEG,Red River Loan & Land Co.,Real Estate:,913 U. Bk.,,"913 U. Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,S. D. Richardson,Real Estate:,,Portage & College,"Portage & College, Winnipeg, Manitoba, Canada",,
WINNIPEG,Richmond & Ferguson,Real Estate:,,164 Princess,"164 Princess, Winnipeg, Manitoba, Canada",49.9042299,-97.137913
WINNIPEG,Riley Bros.,Real Estate:,320 McIntyre bldg.,,"320 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,H. R. Roberts,Real Estate:,406 McArthur bldg.,,"406 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Robinson & Black,Real Estate:,306 McArthur bldg.,,"306 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,W. P. Rodgers,Real Estate:,608 McIntyre bldg.,,"608 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Rogers Rlty Co., Ltd.",Real Estate:,,358 Portage ave.,"358 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,D. A. Ross & Co.,Real Estate:,,449 Main,"449 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,"Ross Realty Co., Ltd.",Real Estate:,,12 Mer. Bk,"12 Mer. Bk, Winnipeg, Manitoba, Canada",,
WINNIPEG,W. R. Rowan,Real Estate:,,21 Canada Life bldg.,"21 Canada Life bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Lewis Rowe & Co.,Real Estate:,312 Nanton bldg.,,"312 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Roy & Waldron,Real Estate:,,221 McDermot ave.,"221 McDermot ave., Winnipeg, Manitoba, Canada",49.8973625,-97.1413631
WINNIPEG,Ruddell Bros.,Real Estate:,114 Phoenix bldg.,,"114 Phoenix bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,P. Rutherford & Co.,Real Estate:,,522 Main,"522 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,R. W. Rutherford,Real Estate:,12 Bk. of Hamilton,,"12 Bk. of Hamilton, Winnipeg, Manitoba, Canada",,
WINNIPEG,St. James Rlty. Co.,Real Estate:,Bank of N. S.,,"Bank of N. S., Winnipeg, Manitoba, Canada",,
WINNIPEG,St. John-Wisner Land Co.,Real Estate:,,268 Portage,"268 Portage, Winnipeg, Manitoba, Canada",49.8939705,-97.1415648
WINNIPEG,"Saskatchewan Valley Land Co., Ltd.",Real Estate:,,392 Main,"392 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,"Saskatchewan Valley & Manitoba Land Co., Ltd.",Real Estate:,,392 Main,"392 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Savage & McGavin,Real Estate:,Mer. Bank bldg.,,"Mer. Bank bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Scandinavian-American Land Co.,Real Estate:,306 Nanton bldg.,,"306 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Scandinavian Land & R. E. Co.,Real Estate:,,413 Logan ave.,"413 Logan ave., Winnipeg, Manitoba, Canada",49.9029705,-97.1370368
WINNIPEG,Scarth & Lyons,Real Estate:,312 McIntyre bldg.,,"312 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Fred W. Scott,Real Estate:,,272 Main,"272 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,James Scott,Real Estate:,,197 Portage ave.,"197 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,Scott-Hill Co.,Real Estate:,22 Can. Life bldg.,,"22 Can. Life bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Michael Scott,Real Estate:,,334 Portage,"334 Portage, Winnipeg, Manitoba, Canada",49.8907088,-97.142341
WINNIPEG,Wm. G. Scott & Co.,Real Estate:,22 Royal Bank,,"22 Royal Bank, Winnipeg, Manitoba, Canada",,
WINNIPEG,Scott & Lobb,Real Estate:,,258½ Portage ave.,"258½ Portage ave., Winnipeg, Manitoba, Canada",49.8916247,-97.1488498
WINNIPEG,"Selkirk Land & Inv. Co., Ltd.",Real Estate:,,221 Mc- Dermott,"221 Mc- Dermott, Winnipeg, Manitoba, Canada",,
WINNIPEG,E. J. Shaw & Co.,Real Estate:,,354 Main,"354 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,"Scott, Shields & Co.",Real Estate:,,McDermot & Main,"McDermot & Main, Winnipeg, Manitoba, Canada",49.8969823,-97.1392534
WINNIPEG,Shortridge & Cawker,Real Estate:,301 McIntyre bldg.,,"301 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,I. A. Silverthorn,Real Estate:,338 Somerset bldg.,,"338 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,George Simmers & Co.,Real Estate:,,331 Nairn ave.,"331 Nairn ave., Winnipeg, Manitoba, Canada",49.900647,-97.0819442
WINNIPEG,C. E. Simonite,Real Estate:,703 McArthur bldg.,,"703 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Simpson, Wares & Spencer",Real Estate:,206 Enderton,,"206 Enderton, Winnipeg, Manitoba, Canada",,
WINNIPEG,Simpson & Mitchell,Real Estate:,8 Bank of Hamilton,,"8 Bank of Hamilton, Winnipeg, Manitoba, Canada",,
WINNIPEG,"Skuli, Hansson & Co.",Real Estate:,,221 McDermot,"221 McDermot, Winnipeg, Manitoba, Canada",49.9081495,-97.1734714
WINNIPEG,J. Sloan & Co.,Real Estate:,,665 Main,"665 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Chas. Smith & Co.,Real Estate:,,349 Main,"349 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Sydney M. Smith,Real Estate:,405 Nanton bldg,,"405 Nanton bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,A. E. Spera & Co.,Real Estate:,210 Somerset bldg.,,"210 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Sprague & Higginbotham,Real Estate:,309 Kennedy bldg.,,"309 Kennedy bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Stanbridge Rlty. Co.,Real Estate:,,247 Notre Dame,"247 Notre Dame, Winnipeg, Manitoba, Canada",,
WINNIPEG,Standard Land Co.,Real Estate:,,222 Portage ave.,"222 Portage ave., Winnipeg, Manitoba, Canada",49.8916247,-97.1488498
WINNIPEG,Sterling Rlty. Co.,Real Estate:,3 Kensington bldg.,,"3 Kensington bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Stevenson & Fellde,Real Estate:,Bk. of N. C. bldg.,,"Bk. of N. C. bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Fred H. Stewart,Real Estate:,216 Nanton bldg.,,"216 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Stewart & Matthews Co., Ltd.",Real Estate:,,64 Mer. Bank,"64 Mer. Bank, Winnipeg, Manitoba, Canada",,
WINNIPEG,Stewart & Walker,Real Estate:,106 Bk. of N. S.,,"106 Bk. of N. S., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Stonehouse, Fraser & Chambers",Real Estate:,McIn- tyre bldg.,,"McIn- tyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Ira Stratton,Real Estate:,12 Bk. of Hamilton,,"12 Bk. of Hamilton, Winnipeg, Manitoba, Canada",,
WINNIPEG,Suburban Rlty. Co.,Real Estate:,401 McGreevy bldg.,,"401 McGreevy bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Walter Suckling & Co.,Real Estate:,405 Nanton bldg.,,"405 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Superior Rlty. Co.,Real Estate:,315 Kennedy bldg.,,"315 Kennedy bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,John Tait,Real Estate:,,132 Syndicate,"132 Syndicate, Winnipeg, Manitoba, Canada",49.904371,-97.1193763
WINNIPEG,Talbot Rlty.,Real Estate:,,325 Main,"325 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Chas. E. Taylor & Co.,Real Estate:,418 McIntyre bld.,,"418 McIntyre bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,Hilliard Taylor,Real Estate:,,436 Main,"436 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. A. Thompson,Real Estate:,526 U. Bank,,"526 U. Bank, Winnipeg, Manitoba, Canada",,
WINNIPEG,T. D. Thompson & Co.,Real Estate:,42 Mer. Bank,,"42 Mer. Bank, Winnipeg, Manitoba, Canada",,
WINNIPEG,T. L. Toby,Real Estate:,408 McIntyre bldg.,,"408 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Gordon W. Tovell,Real Estate:,,408 McIntyre bldg.,"408 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Traders' Finance & Inv. Co.,Real Estate:,,258½ Portage ave.,"258½ Portage ave., Winnipeg, Manitoba, Canada",49.8916247,-97.1488498
WINNIPEG,"Transcontinental T. S. Co., Ltd.",Real Estate:,,268 Portage ave.,"268 Portage ave., Winnipeg, Manitoba, Canada",49.8939705,-97.1415648
WINNIPEG,Union Loan & Inv. Co.,Real Estate:,,221 McDer.,"221 McDer., Winnipeg, Manitoba, Canada",,
WINNIPEG,Union Realty Co.,Real Estate:,,854 Main,"854 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Western General Inv. Corp.,Land Companies:,285 Smith,,"285 Smith, Winnipeg, Manitoba, Canada",,
WINNIPEG,Western Loan & Rlty. Co.,Land Companies:,482½ Main,,"482½ Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,"Western Trunk Land Corp., Ltd.",Land Companies:,,Transcona N. Ε.,"Transcona N. Ε., Winnipeg, Manitoba, Canada",49.9118478,-96.9798903
WINNIPEG,"Western Trunk Land Bldg. & Dev. Corp., Ltd.",Land Companies:,,537 Main,"537 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. Willoughby,Land Companies:,,984¼ Main,"984¼ Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Williamson & Co.,Land Companies:,219 Somerset,,"219 Somerset, Winnipeg, Manitoba, Canada",49.8482908,-97.1472904
WINNIPEG,Western Divisional Townsite Co.,Land Companies:,,306 Fort,"306 Fort, Winnipeg, Manitoba, Canada",49.8250781,-97.1969337
WINNIPEG,S. C. Wilson & Co.,Land Companies:,318 McIntyre bldg.,,"318 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Winnipeg Land & Mortgage Corp., Ltd.",Land Companies:,,25 Mer. Bank,"25 Mer. Bank, Winnipeg, Manitoba, Canada",,
WINNIPEG,Winnipeg Realty Co.,Land Companies:,406 McArthur,,"406 McArthur, Winnipeg, Manitoba, Canada",49.9021127,-97.116804
WINNIPEG,J. A. Wolfe & Co.,Land Companies:,,477½ Main,"477½ Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Woodhead & Co.,Land Companies:,502 McIntyre bldg.,,"502 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Thos. Wright & Co.,Land Companies:,,354 Main,"354 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,G. S. Wyman & Co.,Land Companies:,512 McIntyre bldg.,,"512 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Michael Zworon,Land Companies:,415 McIntyre bldg.,,"415 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,CHAS. N. BOURDON & CO.,Land Companies:,SOMERSET BUILDING,"Winnipeg, Man.","Winnipeg, Man., SOMERSET BUILDING, Winnipeg, Manitoba, Canada",,
