City,Company Name or Owners's Name,Company Type,building,address,full_address,Lat,Lon
CALGARY,A. Oelschlager,Real Estate:,,12 Elma blk.,"12 Elma blk., Calgary, Alberta, Canada",,
CALGARY,Ovans Bros. & Co.,Real Estate:,,8 Herald blk.,"8 Herald blk., Calgary, Alberta, Canada",,
CALGARY,A. P. Patrick,Real Estate:,,L. & L. blk.,"L. & L. blk., Calgary, Alberta, Canada",,
CALGARY,"Peters, Johnson & Co.",Real Estate:,,"1114B 1st st., W.","1114B 1st st., W., Calgary, Alberta, Canada",,
CALGARY,Pinkham & Macleod,Real Estate:,,"117A 8th ave., W.","117A 8th ave., W., Calgary, Alberta, Canada",,
CALGARY,W. F. Piper & Co.,Real Estate:,,"813 1st st., E.","813 1st st., E., Calgary, Alberta, Canada",,
CALGARY,Quick Sale Rlty. Co.,Real Estate:,,"209 8th ave., W.","209 8th ave., W., Calgary, Alberta, Canada",,
CALGARY,W. F. Randall,Real Estate:,,4 Dom. blk.,"4 Dom. blk., Calgary, Alberta, Canada",,
CALGARY,"R. E. & Trust Co., Ltd.",Real Estate:,,6 B. N. A. bld.,"6 B. N. A. bld., Calgary, Alberta, Canada",,
CALGARY,J. E. Rice,Real Estate:,,"812 1st st, W.","812 1st st, W., Calgary, Alberta, Canada",,
CALGARY,C. W. Richardson & Co.,Real Estate:,,"7 Dom, blk.","7 Dom, blk., Calgary, Alberta, Canada",,
CALGARY,W. Ridley,Real Estate:,,37 Lineham bldg.,"37 Lineham bldg., Calgary, Alberta, Canada",,
CALGARY,Frank Riley,Real Estate:,,"218 8th ave., W.","218 8th ave., W., Calgary, Alberta, Canada",,
CALGARY,Robertson & Foster,Real Estate:,,15 Mackie blk.,"15 Mackie blk., Calgary, Alberta, Canada",,
CALGARY,H. M. Rogers,Real Estate:,,"812A 2d st., E.","812A 2d st., E., Calgary, Alberta, Canada",,
CALGARY,Rogers & Wright,Real Estate:,,"207 Underwood blk,","207 Underwood blk,, Calgary, Alberta, Canada",,
CALGARY,Wm. Ross,Real Estate:,,Ross blk.,"Ross blk., Calgary, Alberta, Canada",,
CALGARY,Royal Land Co.,Land Companies:,,"720 3d st., E.","720 3d st., E., Calgary, Alberta, Canada",,
CALGARY,Rymal & Bickford,Real Estate:,,Hillhurst,"Hillhurst, Calgary, Alberta, Canada",51.0554142,-114.0955638
CALGARY,Sask.-Alta. Rlty. Co.,Real Estate:,,404 L. & L. blk.,"404 L. & L. blk., Calgary, Alberta, Canada",,
CALGARY,Scott & Burton,Real Estate:,,"715 1st st., W.","715 1st st., W., Calgary, Alberta, Canada",,
CALGARY,"Scott & Hartronft, Ltd.",Real Estate:,,202 Gr. Exch.,"202 Gr. Exch., Calgary, Alberta, Canada",,
CALGARY,Sharpe & Van Delinder,Real Estate:,,9 Alexander cor.,"9 Alexander cor., Calgary, Alberta, Canada",,
CALGARY,"Shaw, Davis & Prickett",Real Estate:,,"710 1st st., E.","710 1st st., E., Calgary, Alberta, Canada",,
CALGARY,A. Silverthorn,Real Estate:,,"209 8th ave., E.","209 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,Simmer & Co.,Real Estate:,,"221 8th ave., E.","221 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,Simmons & Lodge,Real Estate:,,Victoria blk.,"Victoria blk., Calgary, Alberta, Canada",,
CALGARY,W. A. Sinclair,Real Estate:,,"812 1st st., E.","812 1st st., E., Calgary, Alberta, Canada",,
CALGARY,Samuel A. Skead,Real Estate:,,"222A 8th ave., W.","222A 8th ave., W., Calgary, Alberta, Canada",,
CALGARY,"T. J. S. Skinner Co., Ltd.",Real Estate:,,"815A 1st st., E.","815A 1st st., E., Calgary, Alberta, Canada",,
CALGARY,Harold E. Smith,Real Estate:,,2 Cadogan blk.,"2 Cadogan blk., Calgary, Alberta, Canada",,
CALGARY,Hugh Smith,Real Estate:,,"130 8th ave., E.","130 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,Whiteleys,Real Estate:,,"114A 1st. st., W.","114A 1st. st., W., Calgary, Alberta, Canada",,
CALGARY,Robt. Wilkinson,Real Estate:,207 L. & L. blk,,"207 L. & L. blk, Calgary, Alberta, Canada",,
CALGARY,Geo. E. Williams,Real Estate:,"1102 Blvd., N. E.",,"1102 Blvd., N. E., Calgary, Alberta, Canada",,
CALGARY,C. J. Winn,Real Estate:,4 Thompson bldg.,,"4 Thompson bldg., Calgary, Alberta, Canada",,
CALGARY,Wiftchen Bros.,Real Estate:,304A L. & L. blk.,,"304A L. & L. blk., Calgary, Alberta, Canada",,
CALGARY,Wm. Wormald,Real Estate:,19 Cadogan blk.,,"19 Cadogan blk., Calgary, Alberta, Canada",,
CALGARY,Wright & Arundel,Real Estate:,504 L. & L. blk.,,"504 L. & L. blk., Calgary, Alberta, Canada",,
