City,Company Name or Owners's Name,Company Type,building,address
VANCOUVER,Margetson Bros.,Real Estate:,,321 Homer
VANCOUVER,Marriott & Fellows,Real Estate:,,314 Hast. W.
VANCOUVER,Marriott & Fellows,Real Estate:,,Cedar Cottage
VANCOUVER,Martin & Shannon,Real Estate:,,163 Hast. W.
VANCOUVER,H. F. Maskell,Real Estate:,,543 Gran.
VANCOUVER,S. H. J. Mason,Real Estate:,,37th & Main
VANCOUVER,Matheson & Chase,Real Estate:,,336 Cambie
VANCOUVER,"Mathews, Ellis & Bremner",Real Estate:,,318 Homer
VANCOUVER,Maxwell & King,Real Estate:,,910 Gran.
VANCOUVER,Maxwell & Lefeuvre,Real Estate:,,2238 Gran.
VANCOUVER,G. A. Meeker,Real Estate:,,344 Pender W.
VANCOUVER,"Melhuish, Kirchner & Co.",Real Estate:,,800 Gran.
VANCOUVER,Melita Land Co.,Real Estate:,,Park Drive
VANCOUVER,C. L. Merritt & Co.,Real Estate:,,410 Homer
VANCOUVER,C. M. Merritt,Real Estate:,,408 Homer
VANCOUVER,Merritt & Worsnop,Real Estate:,,514 Pender W.
VANCOUVER,A. J. Michie,Real Estate:,,163 Hast. W.
VANCOUVER,M. R. Miller,Real Estate:,,12 Hast. E.
VANCOUVER,Mills Bros.,Real Estate:,,2007 Gran.
VANCOUVER,W. C. Mitchell,Real Estate:,,535 Pender W.
VANCOUVER,Mole & Keefer,Real Estate:,,1065 Gran.
VANCOUVER,W. F. Moncrieff & Co.,Real Estate:,,739 Hast. W.
VANCOUVER,Monroe & Band,Real Estate:,,2607 Main
VANCOUVER,H. J. Moore,Real Estate:,,506 Dunsmuir
VANCOUVER,W. G. Moore,Real Estate:,,198 Hast. W.
VANCOUVER,Moore & Nichols,Real Estate:,,1900 Park Drive
VANCOUVER,Morden & Thornton,Real Estate:,,446 Homer
VANCOUVER,E. B. Morgan & Co.,Real Estate:,,448 Seymour
VANCOUVER,Morlock & Knowles,Real Estate:,,632 Gran.
VANCOUVER,M. G. Morrison & Co.,Real Estate:,,536 Hast. W.
VANCOUVER,Mt. Pleasant Brokerage,Real Estate:,,2718 Main
VANCOUVER,J. J. Mulhall & Co.,Real Estate:,,429 Pender W.
VANCOUVER,Albert E. Mullett,Real Estate:,,719 Pender W.
VANCOUVER,S. F. Munson & Co.,Real Estate:,,333 Pender W.
VANCOUVER,W. J. Murdock,Real Estate:,,879 Hast. E.
VANCOUVER,Lawrence F. Murphy,Real Estate:,,532 Gran.
VANCOUVER,Kenneth Murray,Real Estate:,,615 Pender W.
VANCOUVER,Murray & Rosie,Real Estate:,,516 Richards
VANCOUVER,Harry Musclow,Real Estate:,,12 Hast. E.
VANCOUVER,Naffzinger & Duerr,Real Estate:,,63 Broadway E.
VANCOUVER,Nasmith & Drummond,Real Estate:,,429 Pender W.
VANCOUVER,National Real Estate,Real Estate:,,333 Cambie
VANCOUVER,Natural Resources Secur'y Co.,Real Estate:,,543 Gran.
VANCOUVER,Neilson & Berry,Real Estate:,,432 Homer
VANCOUVER,Neilson & Berry,Real Estate:,Dom. Tr. bldg.,
VANCOUVER,Robt. Nesbit,Real Estate:,,441 Seymour
VANCOUVER,"Newberry, The Land Merchant",Real Estate:,,517 Ham.
VANCOUVER,A. Francis Nichol & Co.,Real Estate:,,532 Gran.
VANCOUVER,W. D. Nickerson,Real Estate:,,934 Gran.
VANCOUVER,Nixon & Co.,Real Estate:,,159 Cord. W.
VANCOUVER,Robt. Nisbet,Real Estate:,,441 Seymour
VANCOUVER,"Nixon, Patton & McLean",Real Estate:,,2900 Main
VANCOUVER,North Coast Land Co.,Real Estate:,,739 Hast. W.
VANCOUVER,"Northern Securities, Ltd.",Real Estate:,,529 Pender W.
VANCOUVER,"Northey, Thomas & Co.",Real Estate:,,430 Homer
VANCOUVER,Northey & Wooley,Real Estate:,,25 Hast. W.
VANCOUVER,J. S. O'Brian & Co.,Real Estate:,,542 Pender W.
VANCOUVER,E. A. O'Connor,Real Estate:,,2922 Main
VANCOUVER,E. Odlum,Real Estate:,,1542 Park Drive
VANCOUVER,C. Otto Olive,Real Estate:,,12 Hast. E.
VANCOUVER,Oriental Realty Co.,Real Estate:,,445 Carrall
VANCOUVER,Lewis D. Orr & Co.,Real Estate:,,508 Dunsmuir
VANCOUVER,Joseph E. Osborne,Real Estate:,,410 Homer
VANCOUVER,Pacific Land Co.,Real Estate:,,434 Homer
VANCOUVER,S. P. Panton,Real Estate:,,328 Columbia
VANCOUVER,Panton & Emsley,Real Estate:,,328 Columbia
VANCOUVER,Parsons & Clarke,Real Estate:,,445 Gran.
VANCOUVER,Patterson & Rutter,Real Estate:,,400 Main
VANCOUVER,Frank Paxton Co.,Real Estate:,,525 Pender W.
VANCOUVER,"Peers, Ramsay & Norman",Real Estate:,,347 Pender W.
VANCOUVER,Pemberton & Son,Real Estate:,,326 Homer
VANCOUVER,John W. Percival,Real Estate:,,544 Pender W.
VANCOUVER,Perowne & Clay,Real Estate:,,430 Richards
VANCOUVER,R. D. Rorison & Son,Real Estate:,,786 Gran.
VANCOUVER,A. M. Ross,Real Estate:,,3400 Main
VANCOUVER,Ross & Shaw,Real Estate:,,318 Hast. W.
VANCOUVER,Rothwell Realty Co.,Real Estate:,,614 Hast. W.
VANCOUVER,"Russell, James & Yellowless",Real Estate:,,543 Gran.
VANCOUVER,J. Saint,Real Estate:,,777 Broadway E.
VANCOUVER,A. N. Sandell & Co.,Real Estate:,,543 Gran.
VANCOUVER,C. Wentworth Sarel,Real Estate:,,536 Hast. W.
VANCOUVER,Arthur J. Scott,Real Estate:,,118 Hast. W.
VANCOUVER,Scott Brokerage Co.,Real Estate:,,147 Hast. E.
VANCOUVER,G. D. Scott,Real Estate:,,436 Gran.
VANCOUVER,H. Seath,Real Estate:,,1084 Denman
VANCOUVER,"Seymour, Allan, Storry & Blair",Real Estate:,,412 Hast. W.
VANCOUVER,G. A. Share,Real Estate:,,113 Hast. E.
VANCOUVER,G. A. Share,Real Estate:,,626 Main
VANCOUVER,Sharples & Sharples,Real Estate:,,416 Seymour
VANCOUVER,Sheehan & Duffy,Real Estate:,,744 Hast. W.
VANCOUVER,F. Shields,Real Estate:,,413 Gran.
VANCOUVER,Shirley & Shirley,Real Estate:,,500 Pender W.
VANCOUVER,T. B. Shoebotham,Real Estate:,,198 Hast. W.
VANCOUVER,Short & Seymour,Real Estate:,,319 Homer
VANCOUVER,Singh Realty Co.,Real Estate:,,47th ave.
VANCOUVER,Smith Brokerage Co.,Real Estate:,,246 Hast. E.
VANCOUVER,Chas. E. Smith,Real Estate:,,1509 Park Drive
VANCOUVER,Geo. H. Smith & Arthur Jones,Real Estate:,,423 Ham.
VANCOUVER,Jas. T. Smith,Real Estate:,,402 Abbott
VANCOUVER,Marshal Smith,Real Estate:,,198 Hast. W.
VANCOUVER,Walter H. Smith & Co.,Real Estate:,,621 Pender W.
VANCOUVER,Smith & Smith,Real Estate:,,532 Pender W.
VANCOUVER,Snodgrass & Ellis,Real Estate:,,428 Richards
VANCOUVER,South Hill Brokerage,Real Estate:,,Ferris Road
VANCOUVER,J. E. L. St. Clere,Real Estate:,,536 Hast. W.
VANCOUVER,Chas. Steele Realty Co.,Real Estate:,,525 Pender W.
VANCOUVER,Steele & McCabe,Real Estate:,,333 Cambie
VANCOUVER,"George H. Steeves, Ltd.",Real Estate:,Dom. Tr. bldg.,
VANCOUVER,G. A. Stephens,Real Estate:,,Westr. Road
VANCOUVER,Paul Stephenson,Real Estate:,,47 Hast. W.
VANCOUVER,R. K. Steven,Real Estate:,,744 Hast. W.
VANCOUVER,John T. Stevens Tr. Co.,Real Estate:,O.,333 Cambie
VANCOUVER,Hector A. Stewart,Real Estate:,,142 Hast. W.
VANCOUVER,Stewart & Elliott,Real Estate:,,2343 Gran.
VANCOUVER,Stoleker Rlty. Co.,Real Estate:,O.,"213 Hast, E."
VANCOUVER,Stonehouse & Co.,Real Estate:,,2043 Gran.
VANCOUVER,J. Newton Storry,Real Estate:,,412 Hast. W.
VANCOUVER,Street & Hunter,Real Estate:,,302 Broadway W.
VANCOUVER,F. Stubbs & Son,Real Estate:,,"3671 4th ave., W."
VANCOUVER,Gordon Tanner,Real Estate:,,932 Gran.
VANCOUVER,Taplin & Tucker,Real Estate:,,2119 Yew
VANCOUVER,Taylor & Iloot,Real Estate:,,445 Gran.
VANCOUVER,Thacker & Thornton,Real Estate:,,739 Hast. W.
VANCOUVER,Third & Dodds,Real Estate:,,25th & Main
VANCOUVER,Thompson Co.,Real Estate:,,590 Broadway W.
VANCOUVER,B. N. Thomson,Real Estate:,,901 Park Drive
VANCOUVER,Thorgrimson & Johnson,Real Estate:,,532 Pend. W.
VANCOUVER,Title Guarantee & Realty Co.,Real Estate:,,343 Pender W.
VANCOUVER,C. R. Townley,Real Estate:,,501 Hast. W.
VANCOUVER,Townshend & Board,Real Estate:,,615 Pender W.
VANCOUVER,Trimble & Norris,Real Estate:,,2503 Westr. Jct. Rd.
VANCOUVER,Trust & Mortgage Corp.,Real Estate:,,134 Hast St.
VANCOUVER,Tullock & Wells,Real Estate:,,1519 Park Drive
VANCOUVER,Tulloch & Wells,Real Estate:,,1519 Park Drive
VANCOUVER,United Western Property,Real Estate:,,"739 Hast, W."
VANCOUVER,Upton & Heighton,Real Estate:,,167 Pender W.
VANCOUVER,John Ure,Real Estate:,,698 Hast. W.
VANCOUVER,Mackenzie Urquhart,Real Estate:,,615 Hast. W.
VANCOUVER,"Vancr. Brokerage, Ltd.",Real Estate:,,62 Hast. E.
VANCOUVER,Vancr. Colonization Co.,Real Estate:,,524 Pender W.
VANCOUVER,"Vancr. Financial Corp., Ltd.",Real Estate:,Dom.,Trust bldg.
VANCOUVER,Vancr. Land & Improvement Co.,Real Estate:,,440 Seymour
VANCOUVER,Vancr. Locators,Real Estate:,,148 Hast. E.
VANCOUVER,Vancouver Rental Agency,Real Estate:,,415 Richards
VANCOUVER,"Vaner. Trust Co., Ltd.",Real Estate:,,614 Pender W.
VANCOUVER,Vernon Bros.,Real Estate:,,817 Gran.
VANCOUVER,Victor Brokerage & Trust Co.,Real Estate:,,445 Gran.
VANCOUVER,A. J. Volvert,Real Estate:,,2208 Gran.
VANCOUVER,S. C. Vosper,Real Estate:,,2483 McGill
VANCOUVER,Waine & Jones,Real Estate:,,543 Gran.
VANCOUVER,C. Wakley,Real Estate:,,441 Pender.W.
VANCOUVER,Walker Bros.,Real Estate:,,Main
VANCOUVER,Walker Bros.,Real Estate:,,341 Cambie
VANCOUVER,Waller Bros.,Real Estate:,,421 Richards
VANCOUVER,Walsh Inv. Co.,Real Estate:,O.,"198 Hast, W."
VANCOUVER,"Warden, Maxwell & King",Real Estate:,,571 Ham.
VANCOUVER,A. R. Waterfall & Co.,Real Estate:,,698 Hast. W.
VANCOUVER,W. J. Waters,Real Estate:,,814 Hast. W.
VANCOUVER,Waterson & Russel,Real Estate:,,160 Hast. W.
VANCOUVER,Alfred Watson,Real Estate:,,739 Hast. W.
VANCOUVER,F. Way,Real Estate:,,North Arm Road
VANCOUVER,Welch Realty Co.,Real Estate:,,43 Homer
VANCOUVER,Welchel & Berry,Real Estate:,,615 Pender W.
VANCOUVER,West Shore & Northern Land Co.,Real Estate:,,448 Seymour
VANCOUVER,C. W. White,Real Estate:,,615 Hast. W.
VANCOUVER,W. S. Whiteside & Son,Real Estate:,,1606 Park Drive
VANCOUVER,Whitley & Smith,Real Estate:,,2446 Main
VANCOUVER,R. Whitney,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Albert Whyte,Real Estate:,,448 Seymour
VANCOUVER,H. P. Wickwire,Real Estate:,,63 Pender W.
VANCOUVER,Williams & Murdoff,Real Estate:,,508 Hast. W.
VANCOUVER,A. N. Wilmot & Co.,Real Estate:,,436 Hast. W.
VANCOUVER,Chas. W. Wilson,Real Estate:,,415 Gran.
VANCOUVER,J. R. Wilson,Real Estate:,,563 Geo.
VANCOUVER,Wilson & Yeandle,Real Estate:,,524 Pender W.
VANCOUVER,Winram & Jones,Real Estate:,,3150 Bridge
VANCOUVER,"Witcomb, Conway & Brettell, Ltd.",Real Estate:,,528 Pender W.
VANCOUVER,Frank E. Woodside,Real Estate:,,Eton
VANCOUVER,Wright Investment Co.,Real Estate:,Dom. Trust bld.,
VANCOUVER,M. Yamada,Real Estate:,,377 Powell
VANCOUVER,Yorkshire Guarantee & Securities Corporation,Real Estate:,,440 Seymour
VANCOUVER,Herbert White,Real Estate:,,543 Granville
VANCOUVER,Yukon Realty,Real Estate:,,26th & Main
